,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date,CRSDepHour,CRSArrHour
614,RSW,ATL,515.0,5,19,5,Spring,2023-07-17 14:14:00,854,Afternoon,105.0,1559,FL,1,5,6,13,1,3,-9.0,-10.0,On-time,2006-05-19,14,15
615,SAN,LAX,109.0,3,28,6,Summer,2023-07-17 20:46:00,1246,Evening,44.0,2130,OO,1,4,5,21,1,3,-4.0,-15.0,On-time,2006-06-28,20,21
616,ORD,CLE,316.0,5,3,3,Spring,2023-07-17 08:30:00,510,Morning,74.0,1044,XE,11,4,15,15,3,1,-8.0,-6.0,On-time,2006-03-03,8,10
617,SLC,CVG,1449.0,7,15,10,Autumn,2023-07-17 13:25:00,805,Afternoon,207.0,1852,DL,4,4,8,10,1,2,-3.0,-13.0,On-time,2006-10-15,13,18
618,MCI,ATL,692.0,1,25,12,Winter,2023-07-17 07:30:00,450,Morning,116.0,1026,DL,3,5,8,18,3,3,-8.0,6.0,Slightly delayed,2006-12-25,7,10
619,RDU,LGA,431.0,3,21,6,Summer,2023-07-17 13:50:00,830,Afternoon,97.0,1527,MQ,3,3,6,14,2,1,-6.0,50.0,Moderately delayed,2006-06-21,13,15
620,ORD,PHX,1440.0,2,11,7,Summer,2023-07-17 18:55:00,1135,Evening,215.0,2030,US,11,3,14,19,3,3,43.0,44.0,Moderately delayed,2006-07-11,18,20
621,SEA,ORD,1721.0,4,27,4,Spring,2023-07-17 23:26:00,1406,Evening,228.0,0514,AA,4,11,15,20,1,2,-5.0,-4.0,On-time,2006-04-27,23,5
622,DTW,DCA,405.0,1,24,4,Spring,2023-07-17 10:27:00,627,Morning,85.0,1152,NW,6,3,9,6,1,1,3.0,4.0,Slightly delayed,2006-04-24,10,11
623,ATL,IAH,689.0,4,13,7,Summer,2023-07-17 21:05:00,1265,Evening,129.0,2214,XE,5,5,10,6,1,1,50.0,57.0,Moderately delayed,2006-07-13,21,22
624,DEN,JFK,1626.0,5,9,6,Summer,2023-07-17 11:15:00,675,Morning,230.0,1705,B6,6,4,10,14,1,1,18.0,5.0,Slightly delayed,2006-06-09,11,17
625,ONT,SMF,389.0,4,27,4,Spring,2023-07-17 06:55:00,415,Morning,80.0,0815,WN,2,2,4,20,1,2,0.0,-7.0,On-time,2006-04-27,6,8
626,LGA,RIC,292.0,7,11,6,Summer,2023-07-17 10:35:00,635,Morning,85.0,1200,OH,3,3,6,10,2,1,5.0,-10.0,On-time,2006-06-11,10,12
627,PHX,LAS,256.0,1,27,3,Spring,2023-07-17 13:55:00,835,Afternoon,60.0,1355,WN,3,4,7,12,3,2,0.0,0.0,On-time,2006-03-27,13,13
628,CLT,JAX,329.0,2,17,10,Autumn,2023-07-17 08:00:00,480,Morning,78.0,0918,US,4,2,6,9,1,1,-5.0,-1.0,On-time,2006-10-17,8,9
629,BUR,SFO,326.0,6,9,9,Autumn,2023-07-17 12:35:00,755,Afternoon,70.0,1345,OO,2,4,6,12,1,2,-9.0,-9.0,On-time,2006-09-09,12,13
630,DEN,PDX,992.0,7,3,9,Autumn,2023-07-17 17:06:00,1026,Afternoon,158.0,1844,UA,6,3,9,12,2,1,-2.0,-13.0,On-time,2006-09-03,17,18
631,MDW,PHX,1444.0,4,26,10,Autumn,2023-07-17 17:00:00,1020,Afternoon,225.0,1845,WN,5,3,8,18,1,3,17.0,25.0,Moderately delayed,2006-10-26,17,18
632,IAH,DFW,224.0,6,16,12,Winter,2023-07-17 08:25:00,505,Morning,70.0,0935,AA,5,7,12,16,1,3,-2.0,-3.0,On-time,2006-12-16,8,9
633,MCI,DTW,629.0,1,2,10,Autumn,2023-07-17 09:44:00,584,Morning,112.0,1236,NW,3,6,9,11,2,2,-8.0,4.0,Slightly delayed,2006-10-02,9,12
634,PHX,DEN,602.0,7,2,7,Summer,2023-07-17 16:28:00,988,Afternoon,110.0,1918,YV,3,6,9,10,3,1,0.0,0.0,On-time,2006-07-02,16,19
635,SBA,SFO,262.0,2,17,10,Autumn,2023-07-17 17:19:00,1039,Afternoon,74.0,1833,OO,3,4,7,9,1,2,-3.0,4.0,Slightly delayed,2006-10-17,17,18
636,HOU,STL,687.0,2,25,7,Summer,2023-07-17 07:00:00,420,Morning,115.0,0855,WN,4,4,8,14,1,1,0.0,-8.0,On-time,2006-07-25,7,8
637,MEM,MKE,556.0,7,15,1,Winter,2023-07-17 14:25:00,865,Afternoon,100.0,1605,NW,4,5,9,11,1,1,-3.0,-2.0,On-time,2006-01-15,14,16
638,SNA,DFW,1205.0,7,15,10,Autumn,2023-07-17 09:25:00,565,Morning,170.0,1415,AA,2,7,9,10,1,1,-7.0,-6.0,On-time,2006-10-15,9,14
639,OGG,HNL,100.0,4,25,5,Spring,2023-07-17 15:05:00,905,Afternoon,34.0,1539,HA,2,6,8,10,1,1,0.0,-2.0,On-time,2006-05-25,15,15
640,DEN,PDX,992.0,7,15,1,Winter,2023-07-17 12:15:00,735,Afternoon,160.0,1355,F9,6,3,9,11,1,2,0.0,-5.0,On-time,2006-01-15,12,13
641,SMF,ONT,389.0,2,12,12,Winter,2023-07-17 19:15:00,1155,Evening,75.0,2030,WN,2,2,4,16,1,1,10.0,8.0,Slightly delayed,2006-12-12,19,20
642,OAK,ONT,361.0,3,6,12,Winter,2023-07-17 14:50:00,890,Afternoon,70.0,1600,WN,4,2,6,14,2,1,3.0,0.0,On-time,2006-12-06,14,16
643,EWR,RSW,1068.0,4,5,10,Autumn,2023-07-17 07:05:00,425,Morning,191.0,1016,CO,3,1,4,11,3,1,-4.0,-15.0,On-time,2006-10-05,7,10
644,PHL,BDL,196.0,5,24,3,Spring,2023-07-17 07:35:00,455,Morning,75.0,0850,US,4,3,7,11,1,1,-6.0,-17.0,On-time,2006-03-24,7,8
645,ATL,MKE,669.0,7,10,12,Winter,2023-07-17 17:26:00,1046,Afternoon,136.0,1842,EV,5,5,10,10,3,1,0.0,-21.0,On-time,2006-12-10,17,18
646,MSP,GRB,252.0,1,21,8,Summer,2023-07-17 13:00:00,780,Afternoon,61.0,1401,NW,4,3,7,16,2,1,-4.0,-4.0,On-time,2006-08-21,13,14
647,BOS,BWI,370.0,4,9,11,Autumn,2023-07-17 06:50:00,410,Morning,100.0,0830,OH,6,4,10,16,1,1,0.0,-16.0,On-time,2006-11-09,6,8
648,ORF,CLT,290.0,7,6,8,Summer,2023-07-17 07:05:00,425,Morning,69.0,0814,US,2,4,6,16,1,3,3.0,13.0,Slightly delayed,2006-08-06,7,8
649,IAD,AUS,1297.0,1,15,5,Spring,2023-07-17 08:30:00,510,Morning,198.0,1048,YV,4,2,6,18,2,2,-1.0,-8.0,On-time,2006-05-15,8,10
650,PDX,SAN,933.0,4,16,2,Winter,2023-07-17 21:20:00,1280,Evening,144.0,2344,AS,3,1,4,10,1,1,19.0,28.0,Moderately delayed,2006-02-16,21,23
651,FAT,PHX,493.0,3,12,7,Summer,2023-07-17 12:30:00,750,Afternoon,104.0,1414,YV,2,3,5,10,1,1,25.0,16.0,Moderately delayed,2006-07-12,12,14
652,TPA,ATL,406.0,5,17,2,Winter,2023-07-17 20:07:00,1207,Evening,97.0,2144,DL,3,5,8,17,1,3,8.0,1.0,Slightly delayed,2006-02-17,20,21
653,MIA,BNA,806.0,1,14,8,Summer,2023-07-17 11:56:00,716,Morning,133.0,1309,MQ,4,4,8,18,2,1,78.0,83.0,Excessively delayed,2006-08-14,11,13
654,SFO,IAH,1635.0,1,1,5,Spring,2023-07-17 14:34:00,874,Afternoon,226.0,2020,CO,4,5,9,17,2,2,-7.0,-2.0,On-time,2006-05-01,14,20
655,PHX,LAS,256.0,6,28,10,Autumn,2023-07-17 18:20:00,1100,Evening,60.0,1920,WN,3,4,7,7,1,1,-1.0,-3.0,On-time,2006-10-28,18,19
656,BNA,DTW,457.0,1,20,3,Spring,2023-07-17 10:18:00,618,Morning,97.0,1255,NW,4,6,10,19,1,1,-3.0,-5.0,On-time,2006-03-20,10,12
657,DFW,BDL,1471.0,1,6,2,Winter,2023-07-17 12:59:00,779,Afternoon,197.0,1716,AA,7,3,10,16,2,1,-2.0,-7.0,On-time,2006-02-06,12,17
658,ORD,RNO,1671.0,6,5,8,Summer,2023-07-17 16:41:00,1001,Afternoon,249.0,1850,AA,11,3,14,15,2,1,15.0,4.0,Slightly delayed,2006-08-05,16,18
659,IAD,ATL,533.0,6,2,12,Winter,2023-07-17 10:40:00,640,Morning,119.0,1239,YV,4,5,9,14,1,3,82.0,78.0,Excessively delayed,2006-12-02,10,12
660,FAT,LAX,209.0,5,17,2,Winter,2023-07-17 15:19:00,919,Afternoon,63.0,1622,OO,2,4,6,17,1,1,-1.0,10.0,Slightly delayed,2006-02-17,15,16
661,CLT,PNS,488.0,2,25,7,Summer,2023-07-17 20:38:00,1238,Evening,91.0,2109,YV,4,2,6,14,2,1,-3.0,-9.0,On-time,2006-07-25,20,21
662,MEM,IAH,469.0,2,21,2,Winter,2023-07-17 13:40:00,820,Afternoon,101.0,1521,NW,4,5,9,20,1,4,-6.0,12.0,Slightly delayed,2006-02-21,13,15
663,DAL,IAH,217.0,2,6,6,Summer,2023-07-17 09:00:00,540,Morning,64.0,1004,XE,3,5,8,18,1,1,-5.0,-5.0,On-time,2006-06-06,9,10
664,TUS,ORD,1437.0,6,25,2,Winter,2023-07-17 11:39:00,699,Morning,200.0,1559,AA,3,11,14,8,1,1,-2.0,-6.0,On-time,2006-02-25,11,15
665,CVG,GSP,317.0,2,29,8,Summer,2023-07-17 08:25:00,505,Morning,72.0,0937,EV,4,1,5,6,1,1,-10.0,-17.0,On-time,2006-08-29,8,9
666,DFW,DSM,624.0,4,26,10,Autumn,2023-07-17 13:40:00,820,Afternoon,110.0,1530,MQ,7,2,9,18,2,2,9.0,3.0,Slightly delayed,2006-10-26,13,15
667,LAX,PHX,370.0,4,27,7,Summer,2023-07-17 18:45:00,1125,Evening,75.0,2000,WN,4,3,7,14,5,1,8.0,17.0,Moderately delayed,2006-07-27,18,20
668,PDX,MSP,1426.0,6,8,7,Summer,2023-07-17 14:11:00,851,Afternoon,197.0,1928,NW,3,4,7,11,1,1,-4.0,-13.0,On-time,2006-07-08,14,19
669,LAS,HNL,2762.0,4,16,3,Spring,2023-07-17 02:30:00,150,Night,380.0,0650,HA,4,6,10,13,1,1,-11.0,-19.0,On-time,2006-03-16,2,6
670,MIA,EWR,1086.0,4,30,11,Autumn,2023-07-17 20:10:00,1210,Evening,174.0,2304,CO,4,3,7,12,1,1,-10.0,12.0,Slightly delayed,2006-11-30,20,23
671,ATL,LGA,761.0,5,17,3,Spring,2023-07-17 13:00:00,780,Afternoon,130.0,1510,FL,5,3,8,11,3,1,-2.0,6.0,Slightly delayed,2006-03-17,13,15
672,RNO,SEA,564.0,6,11,3,Spring,2023-07-17 09:20:00,560,Morning,107.0,1107,AS,3,4,7,12,1,1,40.0,32.0,Moderately delayed,2006-03-11,9,11
673,LAX,DTW,1979.0,5,13,10,Autumn,2023-07-17 08:43:00,523,Morning,264.0,1607,NW,4,6,10,15,1,1,-8.0,8.0,Slightly delayed,2006-10-13,8,16
674,ORD,IND,177.0,7,24,9,Autumn,2023-07-17 13:35:00,815,Afternoon,65.0,1540,MQ,11,3,14,6,1,1,10.0,-1.0,On-time,2006-09-24,13,15
675,EWR,BOS,200.0,7,18,6,Summer,2023-07-17 16:30:00,990,Afternoon,80.0,1750,CO,3,6,9,10,2,1,18.0,7.0,Slightly delayed,2006-06-18,16,17
676,STL,MDW,251.0,3,9,8,Summer,2023-07-17 16:50:00,1010,Afternoon,60.0,1750,WN,4,5,9,11,1,1,2.0,2.0,Slightly delayed,2006-08-09,16,17
677,DAL,HOU,239.0,6,4,3,Spring,2023-07-17 19:30:00,1170,Evening,60.0,2030,WN,3,4,7,14,1,1,0.0,-6.0,On-time,2006-03-04,19,20
678,SBA,SFO,262.0,3,8,11,Autumn,2023-07-17 19:25:00,1165,Evening,79.0,2044,OO,3,4,7,12,1,1,-7.0,-18.0,On-time,2006-11-08,19,20
679,SLC,PDX,630.0,2,26,12,Winter,2023-07-17 17:00:00,1020,Afternoon,123.0,1803,OO,4,3,7,16,2,1,42.0,57.0,Moderately delayed,2006-12-26,17,18
680,MSN,DTW,312.0,4,23,2,Winter,2023-07-17 06:00:00,360,Morning,79.0,0819,NW,3,6,9,12,1,1,-5.0,-17.0,On-time,2006-02-23,6,8
681,MCI,DFW,460.0,5,1,9,Autumn,2023-07-17 12:25:00,745,Afternoon,95.0,1400,AA,3,7,10,15,1,2,6.0,-1.0,On-time,2006-09-01,12,14
682,ORD,STL,258.0,3,1,2,Winter,2023-07-17 12:17:00,737,Afternoon,71.0,1328,AA,11,4,15,10,2,1,58.0,52.0,Moderately delayed,2006-02-01,12,13
683,BWI,RDU,255.0,6,5,8,Summer,2023-07-17 19:00:00,1140,Evening,60.0,2000,WN,4,3,7,15,1,1,-4.0,-8.0,On-time,2006-08-05,19,20
684,DTW,IND,231.0,3,26,4,Spring,2023-07-17 15:14:00,914,Afternoon,68.0,1622,NW,6,3,9,12,2,1,-5.0,-1.0,On-time,2006-04-26,15,16
685,DFW,AMA,313.0,6,29,4,Spring,2023-07-17 17:38:00,1058,Afternoon,72.0,1850,MQ,7,2,9,9,2,1,56.0,54.0,Moderately delayed,2006-04-29,17,18
686,CLT,LGA,544.0,7,23,4,Spring,2023-07-17 18:40:00,1120,Evening,110.0,2030,MQ,4,3,7,9,1,1,53.0,85.0,Excessively delayed,2006-04-23,18,20
687,BOS,RDU,612.0,6,7,10,Autumn,2023-07-17 11:00:00,660,Morning,120.0,1300,MQ,6,3,9,10,3,1,-1.0,12.0,Slightly delayed,2006-10-07,11,13
688,IAD,EWR,213.0,5,24,3,Spring,2023-07-17 20:01:00,1201,Evening,84.0,2125,YV,4,3,7,11,2,1,45.0,44.0,Moderately delayed,2006-03-24,20,21
689,ORD,DEN,888.0,7,16,7,Summer,2023-07-17 08:05:00,485,Morning,149.0,0934,AA,11,6,17,13,1,1,-1.0,-8.0,On-time,2006-07-16,8,9
690,IAD,RDU,224.0,4,16,2,Winter,2023-07-17 08:50:00,530,Morning,64.0,0954,YV,4,3,7,10,1,1,0.0,-1.0,On-time,2006-02-16,8,9
691,SLC,DFW,988.0,4,23,11,Autumn,2023-07-17 06:00:00,360,Morning,160.0,0940,AA,4,7,11,17,1,2,-4.0,-8.0,On-time,2006-11-23,6,9
692,PBI,LGA,1035.0,6,8,7,Summer,2023-07-17 19:45:00,1185,Evening,173.0,2238,DL,3,3,6,11,1,2,-4.0,-23.0,On-time,2006-07-08,19,22
693,PHX,SFO,651.0,4,28,12,Winter,2023-07-17 20:26:00,1226,Evening,124.0,2130,US,3,4,7,14,1,1,91.0,92.0,Excessively delayed,2006-12-28,20,21
694,BWI,ORF,159.0,3,18,10,Autumn,2023-07-17 14:10:00,850,Afternoon,50.0,1500,WN,4,2,6,12,2,1,0.0,-7.0,On-time,2006-10-18,14,15
695,ORD,COS,911.0,6,22,7,Summer,2023-07-17 09:55:00,595,Morning,151.0,1126,OO,11,3,14,15,2,1,30.0,16.0,Moderately delayed,2006-07-22,9,11
696,IAH,TUL,429.0,3,8,3,Spring,2023-07-17 19:10:00,1150,Evening,92.0,2042,XE,5,3,8,14,1,1,8.0,6.0,Slightly delayed,2006-03-08,19,20
697,MSP,GRR,408.0,1,3,7,Summer,2023-07-17 07:05:00,425,Morning,78.0,0923,NW,4,3,7,11,1,1,-5.0,-13.0,On-time,2006-07-03,7,9
698,SFO,RNO,192.0,6,3,6,Summer,2023-07-17 08:40:00,520,Morning,54.0,0934,OO,4,3,7,12,2,1,-5.0,-12.0,On-time,2006-06-03,8,9
699,SFO,PSP,421.0,1,7,8,Summer,2023-07-17 20:37:00,1237,Evening,82.0,2159,AS,4,2,6,18,2,1,13.0,5.0,Slightly delayed,2006-08-07,20,21
700,PHL,BOS,280.0,5,9,6,Summer,2023-07-17 09:30:00,570,Morning,90.0,1100,US,4,6,10,14,1,1,-1.0,-7.0,On-time,2006-06-09,9,11
701,LAS,SEA,866.0,1,9,1,Winter,2023-07-17 14:08:00,848,Afternoon,158.0,1646,US,4,4,8,11,2,1,-2.0,-3.0,On-time,2006-01-09,14,16
702,TPA,PHX,1788.0,4,8,6,Summer,2023-07-17 17:10:00,1030,Afternoon,258.0,1828,US,3,3,6,14,1,3,14.0,13.0,Slightly delayed,2006-06-08,17,18
703,MCO,FLL,178.0,5,20,1,Winter,2023-07-17 18:10:00,1090,Evening,55.0,1905,WN,4,3,7,24,1,1,0.0,0.0,On-time,2006-01-20,18,19
704,LAX,ORD,1745.0,7,27,8,Summer,2023-07-17 09:01:00,541,Morning,239.0,1500,AA,4,11,15,11,2,2,23.0,15.0,Slightly delayed,2006-08-27,9,15
705,STL,CLT,575.0,2,21,11,Autumn,2023-07-17 07:51:00,471,Morning,105.0,1036,YV,4,4,8,16,1,2,-3.0,19.0,Moderately delayed,2006-11-21,7,10
706,LAX,FLL,2342.0,5,3,2,Winter,2023-07-17 11:40:00,700,Morning,284.0,1924,DL,4,3,7,13,1,1,12.0,14.0,Slightly delayed,2006-02-03,11,19
707,LAS,ORD,1515.0,4,2,11,Autumn,2023-07-17 23:56:00,1436,Evening,210.0,0526,US,4,11,15,15,3,2,3.0,0.0,On-time,2006-11-02,23,5
708,GPT,IAH,376.0,6,26,8,Summer,2023-07-17 17:48:00,1068,Afternoon,81.0,1909,XE,3,5,8,11,1,3,2.0,7.0,Slightly delayed,2006-08-26,17,19
709,PHX,SEA,1107.0,5,21,4,Spring,2023-07-17 13:48:00,828,Afternoon,181.0,1649,AS,3,4,7,14,1,1,38.0,16.0,Moderately delayed,2006-04-21,13,16
710,DFW,ONT,1189.0,4,10,8,Summer,2023-07-17 12:53:00,773,Afternoon,177.0,1350,AA,7,2,9,11,3,1,11.0,6.0,Slightly delayed,2006-08-10,12,13
711,CVG,DFW,812.0,1,6,11,Autumn,2023-07-17 16:35:00,995,Afternoon,155.0,1810,OH,4,7,11,11,1,1,55.0,47.0,Moderately delayed,2006-11-06,16,18
712,ORD,MDT,594.0,2,19,12,Winter,2023-07-17 07:43:00,463,Morning,106.0,1029,YV,11,1,12,11,2,1,0.0,-5.0,On-time,2006-12-19,7,10
713,BNA,MCI,491.0,4,2,11,Autumn,2023-07-17 20:20:00,1220,Evening,95.0,2155,WN,4,3,7,15,2,1,11.0,13.0,Slightly delayed,2006-11-02,20,21
714,SJC,PHX,621.0,3,24,5,Spring,2023-07-17 09:00:00,540,Morning,108.0,1048,US,3,3,6,10,1,2,-9.0,-6.0,On-time,2006-05-24,9,10
715,RDU,DCA,227.0,6,4,11,Autumn,2023-07-17 10:50:00,650,Morning,55.0,1145,MQ,3,3,6,9,1,1,-4.0,-9.0,On-time,2006-11-04,10,11
716,DAY,EWR,533.0,1,20,3,Spring,2023-07-17 06:45:00,405,Morning,105.0,0830,XE,3,3,6,19,1,1,13.0,6.0,Slightly delayed,2006-03-20,6,8
717,ATL,MHT,952.0,1,30,10,Autumn,2023-07-17 09:23:00,563,Morning,152.0,1155,EV,5,2,7,10,2,1,30.0,35.0,Moderately delayed,2006-10-30,9,11
718,SEA,IAH,1874.0,5,14,4,Spring,2023-07-17 17:45:00,1065,Afternoon,242.0,2347,CO,4,5,9,12,1,2,22.0,11.0,Slightly delayed,2006-04-14,17,23
719,SLC,ORD,1249.0,1,27,2,Winter,2023-07-17 16:55:00,1015,Afternoon,190.0,2105,DL,4,11,15,8,2,1,-4.0,-23.0,On-time,2006-02-27,16,21
720,SLC,DFW,988.0,4,1,6,Summer,2023-07-17 13:15:00,795,Afternoon,155.0,1650,DL,4,7,11,13,1,3,-8.0,5.0,Slightly delayed,2006-06-01,13,16
721,LAX,DFW,1235.0,6,16,12,Winter,2023-07-17 15:25:00,925,Afternoon,185.0,2030,AA,4,7,11,16,3,3,31.0,12.0,Slightly delayed,2006-12-16,15,20
722,JFK,LGB,2465.0,6,11,3,Spring,2023-07-17 18:25:00,1105,Evening,385.0,2150,B6,4,5,9,12,1,1,59.0,66.0,Excessively delayed,2006-03-11,18,21
723,SJU,STT,68.0,3,7,6,Summer,2023-07-17 13:08:00,788,Afternoon,37.0,1345,AA,2,1,3,16,1,1,-10.0,1.0,Slightly delayed,2006-06-07,13,13
724,PHX,DEN,602.0,1,5,6,Summer,2023-07-17 08:10:00,490,Morning,100.0,1050,F9,3,6,9,9,1,1,-6.0,-5.0,On-time,2006-06-05,8,10
725,SLC,IDA,188.0,5,29,12,Winter,2023-07-17 17:39:00,1059,Afternoon,62.0,1841,OO,4,2,6,11,1,1,103.0,98.0,Excessively delayed,2006-12-29,17,18
726,DAL,OKC,181.0,6,22,7,Summer,2023-07-17 17:00:00,1020,Afternoon,50.0,1750,WN,3,4,7,15,1,1,0.0,-10.0,On-time,2006-07-22,17,17
727,EWR,SYR,194.0,1,22,5,Spring,2023-07-17 08:15:00,495,Morning,68.0,0923,XE,3,3,6,16,1,1,-5.0,7.0,Slightly delayed,2006-05-22,8,9
728,ATL,DCA,547.0,4,5,1,Winter,2023-07-17 13:48:00,828,Afternoon,98.0,1526,FL,5,3,8,17,1,1,-2.0,-15.0,On-time,2006-01-05,13,15
729,CMH,MSP,627.0,2,4,7,Summer,2023-07-17 07:00:00,420,Morning,115.0,0755,NW,2,4,6,17,1,1,-3.0,6.0,Slightly delayed,2006-07-04,7,7
730,DAY,IAH,929.0,3,14,6,Summer,2023-07-17 18:06:00,1086,Evening,165.0,1951,XE,3,5,8,11,1,1,21.0,9.0,Slightly delayed,2006-06-14,18,19
731,PHX,JFK,2153.0,3,1,11,Autumn,2023-07-17 16:10:00,970,Afternoon,280.0,2250,US,3,4,7,11,1,1,-6.0,-25.0,On-time,2006-11-01,16,22
732,PHL,BOS,280.0,1,18,9,Autumn,2023-07-17 16:31:00,991,Afternoon,84.0,1755,FL,4,6,10,10,1,2,6.0,40.0,Moderately delayed,2006-09-18,16,17
733,SNA,SJC,342.0,7,15,1,Winter,2023-07-17 08:33:00,513,Morning,78.0,0951,MQ,2,3,5,11,1,1,-5.0,-9.0,On-time,2006-01-15,8,9
734,DCA,BOS,399.0,3,17,5,Spring,2023-07-17 08:45:00,525,Morning,86.0,1011,US,3,6,9,7,1,1,-5.0,-3.0,On-time,2006-05-17,8,10
735,ONT,DEN,819.0,7,19,2,Winter,2023-07-17 10:30:00,630,Morning,131.0,1341,UA,2,6,8,12,1,1,5.0,-16.0,On-time,2006-02-19,10,13
736,JFK,IAD,228.0,5,29,9,Autumn,2023-07-17 17:12:00,1032,Afternoon,101.0,1853,YV,4,4,8,16,1,1,119.0,78.0,Excessively delayed,2006-09-29,17,18
737,LAX,LAS,236.0,4,11,5,Spring,2023-07-17 06:00:00,360,Morning,65.0,0705,WN,4,4,8,14,1,2,0.0,6.0,Slightly delayed,2006-05-11,6,7
738,MEM,TPA,656.0,7,4,6,Summer,2023-07-17 13:35:00,815,Afternoon,108.0,1623,NW,4,3,7,9,1,1,-10.0,6.0,Slightly delayed,2006-06-04,13,16
739,DEN,MKE,895.0,7,16,4,Spring,2023-07-17 18:50:00,1130,Evening,135.0,2205,F9,6,5,11,11,1,1,-8.0,-10.0,On-time,2006-04-16,18,22
740,LAX,SLC,590.0,4,5,10,Autumn,2023-07-17 06:30:00,390,Morning,111.0,0921,DL,4,4,8,11,1,1,1.0,-4.0,On-time,2006-10-05,6,9
741,BDL,CVG,661.0,5,6,10,Autumn,2023-07-17 06:10:00,370,Morning,130.0,0820,OH,3,4,7,17,1,1,0.0,19.0,Moderately delayed,2006-10-06,6,8
742,SEA,OAK,671.0,3,16,8,Summer,2023-07-17 21:52:00,1312,Evening,120.0,2352,AS,4,4,8,12,2,2,-8.0,-16.0,On-time,2006-08-16,21,23
743,ORD,PSP,1652.0,6,4,3,Spring,2023-07-17 08:15:00,495,Morning,251.0,1026,AA,11,2,13,14,1,1,-3.0,-2.0,On-time,2006-03-04,8,10
744,ORD,EWR,719.0,2,24,10,Autumn,2023-07-17 21:00:00,1260,Evening,131.0,0011,UA,11,3,14,14,3,1,9.0,2.0,Slightly delayed,2006-10-24,21,0
745,ELP,IAH,667.0,4,7,12,Winter,2023-07-17 09:05:00,545,Morning,116.0,1201,CO,3,5,8,15,1,3,-5.0,-11.0,On-time,2006-12-07,9,12
746,DTW,IAH,1076.0,4,19,10,Autumn,2023-07-17 12:29:00,749,Afternoon,178.0,1427,NW,6,5,11,21,2,4,-2.0,22.0,Moderately delayed,2006-10-19,12,14
747,LGA,FLL,1076.0,6,4,3,Spring,2023-07-17 16:15:00,975,Afternoon,190.0,1925,B6,3,3,6,14,1,2,-2.0,-32.0,On-time,2006-03-04,16,19
748,IAD,LAS,2066.0,1,22,5,Spring,2023-07-17 08:15:00,495,Morning,296.0,1011,UA,4,4,8,16,1,1,-4.0,0.0,On-time,2006-05-22,8,10
749,PHX,LAX,370.0,7,14,5,Spring,2023-07-17 10:40:00,640,Morning,87.0,1207,OO,3,4,7,16,1,1,-6.0,-2.0,On-time,2006-05-14,10,12
750,MDW,PVD,842.0,5,3,3,Spring,2023-07-17 20:35:00,1235,Evening,130.0,2345,WN,5,2,7,15,1,1,-2.0,-20.0,On-time,2006-03-03,20,23
751,LAX,SMF,373.0,3,27,12,Winter,2023-07-17 20:34:00,1234,Evening,83.0,2157,UA,4,2,6,19,3,1,-6.0,4.0,Slightly delayed,2006-12-27,20,21
752,MSP,ABQ,981.0,1,24,4,Spring,2023-07-17 11:34:00,694,Morning,159.0,1313,NW,4,4,8,6,1,1,-3.0,1.0,Slightly delayed,2006-04-24,11,13
753,HNL,SFO,2398.0,2,31,10,Autumn,2023-07-17 23:00:00,1380,Evening,306.0,0606,NW,6,4,10,15,1,3,-4.0,-36.0,On-time,2006-10-31,23,6
754,HNL,OGG,100.0,4,12,10,Autumn,2023-07-17 17:35:00,1055,Afternoon,35.0,1810,YV,6,2,8,11,1,1,0.0,0.0,On-time,2006-10-12,17,18
755,PHX,DFW,868.0,7,23,7,Summer,2023-07-17 15:05:00,905,Afternoon,137.0,1922,US,3,7,10,12,1,3,60.0,65.0,Excessively delayed,2006-07-23,15,19
756,SMF,LAS,397.0,6,14,1,Winter,2023-07-17 09:40:00,580,Morning,80.0,1100,WN,2,4,6,12,1,1,5.0,5.0,Slightly delayed,2006-01-14,9,11
757,STL,CLE,487.0,1,1,5,Spring,2023-07-17 12:05:00,725,Afternoon,94.0,1439,XE,4,4,8,17,1,2,-2.0,-10.0,On-time,2006-05-01,12,14
758,LGA,CVG,585.0,4,15,6,Summer,2023-07-17 13:21:00,801,Afternoon,129.0,1530,OH,3,4,7,19,2,2,14.0,-8.0,On-time,2006-06-15,13,15
759,DFW,CID,685.0,7,3,9,Autumn,2023-07-17 09:57:00,597,Morning,117.0,1154,MQ,7,2,9,12,1,1,-4.0,-4.0,On-time,2006-09-03,9,11
760,CLE,ROC,245.0,3,1,2,Winter,2023-07-17 15:15:00,915,Afternoon,69.0,1624,XE,4,3,7,10,2,1,-3.0,0.0,On-time,2006-02-01,15,16
761,SNA,SLC,588.0,2,10,10,Autumn,2023-07-17 06:45:00,405,Morning,130.0,0955,DL,2,4,6,14,1,1,-8.0,-19.0,On-time,2006-10-10,6,9
762,GSO,LGA,461.0,5,19,5,Spring,2023-07-17 07:45:00,465,Morning,104.0,0929,OH,3,3,6,13,1,1,-10.0,-19.0,On-time,2006-05-19,7,9
