,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Season,CRSDepTime,CRSDepTimeMins_after_0000,CRSDepTimeFrame,CRSElapsedTime,CRSArrTime,UniqueCarrier,origin_runways,destination_runways,total_runways,USair_congestion,total_flights_origin,total_flights_destination,DepDelay,ArrDelay,ArrDelayClass,Date
2768,MSP,DTW,528.0,6,25,11,Autumn,17:05:00,1025,Afternoon,105.0,1950,NW,4,6,10,9,1,1,-4.0,-15.0,On-time,2006-11-25
2769,SFO,MFR,329.0,3,19,4,Spring,22:15:00,1335,Evening,71.0,2326,OO,4,2,6,11,1,1,-1.0,-9.0,On-time,2006-04-19
2770,IAH,PNS,489.0,3,23,8,Summer,13:18:00,798,Afternoon,97.0,1455,XE,5,2,7,16,3,1,36.0,110.0,Excessively delayed,2006-08-23
2771,DCA,RSW,892.0,7,5,11,Autumn,10:30:00,630,Morning,152.0,1302,US,3,1,4,14,1,1,-5.0,4.0,Slightly delayed,2006-11-05
2772,HNL,KOA,163.0,4,13,7,Summer,15:30:00,930,Afternoon,40.0,1610,YV,6,1,7,6,1,1,9.0,13.0,Slightly delayed,2006-07-13
2773,SLC,ONT,558.0,1,13,2,Winter,17:10:00,1030,Afternoon,106.0,1756,EV,4,2,6,14,1,1,-2.0,-4.0,On-time,2006-02-13
2774,RNO,LAS,345.0,7,10,9,Autumn,14:05:00,845,Afternoon,70.0,1515,US,3,4,7,10,1,1,5.0,20.0,Moderately delayed,2006-09-10
2775,LGA,SAV,722.0,2,7,3,Spring,20:45:00,1245,Evening,132.0,2257,OH,3,2,5,13,2,1,35.0,14.0,Slightly delayed,2006-03-07
2776,SAT,DEN,794.0,7,30,7,Summer,19:45:00,1185,Evening,125.0,2050,F9,3,6,9,17,1,1,-9.0,-12.0,On-time,2006-07-30
2777,ATL,MSP,906.0,1,6,11,Autumn,11:00:00,660,Morning,162.0,1242,DL,5,4,9,11,2,1,8.0,-2.0,On-time,2006-11-06
2778,LGA,CLE,418.0,5,8,9,Autumn,07:55:00,475,Morning,100.0,935,MQ,3,4,7,8,1,2,4.0,0.0,On-time,2006-09-08
2779,ORD,LIT,552.0,7,29,10,Autumn,21:25:00,1285,Evening,110.0,2315,MQ,11,3,14,20,4,1,3.0,-21.0,On-time,2006-10-29
2780,MCO,SAT,1040.0,7,17,12,Winter,14:50:00,890,Afternoon,185.0,1655,WN,4,3,7,13,1,1,1.0,-25.0,On-time,2006-12-17
2781,ATL,ATW,765.0,5,9,6,Summer,15:12:00,912,Afternoon,128.0,1620,EV,5,2,7,14,4,1,5.0,1.0,Slightly delayed,2006-06-09
2782,SAT,DEN,794.0,6,6,5,Spring,12:46:00,766,Afternoon,124.0,1350,OO,3,6,9,11,1,2,-8.0,-5.0,On-time,2006-05-06
2783,ORD,BUF,473.0,5,14,7,Summer,07:21:00,441,Morning,89.0,950,UA,11,2,13,20,6,2,37.0,40.0,Moderately delayed,2006-07-14
2784,BOS,JFK,187.0,7,2,4,Spring,08:20:00,500,Morning,75.0,935,B6,6,4,10,14,1,2,-7.0,-20.0,On-time,2006-04-02
2785,IAH,OKC,395.0,1,20,3,Spring,14:30:00,870,Afternoon,85.0,1555,CO,5,4,9,19,2,2,-1.0,3.0,Slightly delayed,2006-03-20
2786,ATL,AZO,596.0,5,16,6,Summer,20:28:00,1228,Evening,111.0,2219,EV,5,3,8,13,3,1,20.0,9.0,Slightly delayed,2006-06-16
2787,MSP,MCO,1310.0,6,27,5,Spring,10:15:00,615,Morning,190.0,1425,FL,4,4,8,10,1,1,9.0,3.0,Slightly delayed,2006-05-27
2788,PHL,PIT,267.0,7,10,9,Autumn,21:45:00,1305,Evening,70.0,2255,WN,4,4,8,10,1,1,25.0,27.0,Moderately delayed,2006-09-10
2789,TPA,FLL,197.0,2,7,11,Autumn,13:35:00,815,Afternoon,55.0,1430,WN,3,3,6,9,3,1,-1.0,-11.0,On-time,2006-11-07
2790,ATL,CAE,191.0,1,7,8,Summer,17:30:00,1050,Afternoon,62.0,1832,EV,5,2,7,18,2,1,130.0,126.0,Excessively delayed,2006-08-07
2791,ORD,SFO,1846.0,5,14,7,Summer,11:03:00,663,Morning,265.0,1328,AA,11,4,15,20,6,2,3.0,-10.0,On-time,2006-07-14
2792,MRY,LAX,267.0,7,31,12,Winter,14:25:00,865,Afternoon,86.0,1551,OO,2,4,6,12,1,4,4.0,-4.0,On-time,2006-12-31
2793,LBB,DAL,293.0,5,19,5,Spring,11:40:00,700,Morning,60.0,1240,WN,3,3,6,13,1,1,0.0,0.0,On-time,2006-05-19
2794,MCO,TYS,532.0,3,4,1,Winter,15:40:00,940,Afternoon,100.0,1720,EV,4,2,6,9,1,1,-4.0,-5.0,On-time,2006-01-04
2795,DFW,SNA,1205.0,2,8,8,Summer,17:29:00,1049,Afternoon,182.0,1831,AA,7,2,9,16,2,1,9.0,-4.0,On-time,2006-08-08
2796,DEN,MSP,680.0,4,2,3,Spring,12:45:00,765,Afternoon,113.0,1538,UA,6,4,10,10,1,1,-1.0,-6.0,On-time,2006-03-02
2797,IAH,CRP,201.0,7,9,7,Summer,14:25:00,865,Afternoon,60.0,1525,XE,5,2,7,14,3,1,41.0,60.0,Moderately delayed,2006-07-09
2798,EWR,CVG,569.0,5,29,9,Autumn,10:30:00,630,Morning,131.0,1241,OH,3,4,7,16,1,2,-10.0,-14.0,On-time,2006-09-29
2799,IAD,BOS,413.0,5,15,12,Winter,11:30:00,690,Morning,91.0,1301,UA,4,6,10,9,1,1,-4.0,64.0,Excessively delayed,2006-12-15
2800,ROC,CLE,245.0,5,11,8,Summer,06:55:00,415,Morning,63.0,758,XE,3,4,7,15,1,2,-5.0,-1.0,On-time,2006-08-11
2801,IAD,CLT,321.0,7,5,3,Spring,08:53:00,533,Morning,97.0,1030,YV,4,4,8,10,1,1,0.0,-10.0,On-time,2006-03-05
2802,DCA,PIT,205.0,4,6,4,Spring,16:15:00,975,Afternoon,59.0,1714,US,3,4,7,16,2,1,5.0,-1.0,On-time,2006-04-06
2803,ATL,ORD,606.0,7,31,12,Winter,07:00:00,420,Morning,115.0,755,UA,5,11,16,12,3,1,-3.0,-13.0,On-time,2006-12-31
2804,DFW,ATL,732.0,2,28,11,Autumn,09:00:00,540,Morning,120.0,1200,DL,7,5,12,9,1,1,5.0,10.0,Slightly delayed,2006-11-28
2805,MCO,BWI,787.0,2,10,1,Winter,10:35:00,635,Morning,125.0,1240,WN,4,4,8,9,1,1,0.0,-10.0,On-time,2006-01-10
2806,ATL,DEN,1199.0,2,25,4,Spring,08:50:00,530,Morning,209.0,1019,DL,5,6,11,12,2,1,-3.0,-23.0,On-time,2006-04-25
2807,DCA,RDU,227.0,6,17,6,Summer,13:00:00,780,Afternoon,63.0,1403,MQ,3,3,6,11,1,1,32.0,22.0,Moderately delayed,2006-06-17
2808,DCA,BOS,399.0,3,24,5,Spring,08:05:00,485,Morning,80.0,925,MQ,3,6,9,10,1,1,-3.0,-3.0,On-time,2006-05-24
2809,EWR,ROC,246.0,3,4,10,Autumn,13:15:00,795,Afternoon,73.0,1428,XE,3,3,6,12,3,1,9.0,16.0,Moderately delayed,2006-10-04
2810,LAX,DEN,862.0,2,31,10,Autumn,16:38:00,998,Afternoon,135.0,1953,UA,4,6,10,15,2,3,-9.0,-4.0,On-time,2006-10-31
2811,ORD,OAK,1835.0,4,19,1,Winter,10:10:00,610,Morning,275.0,1245,UA,11,4,15,16,3,1,-10.0,-4.0,On-time,2006-01-19
2812,BOS,LGA,185.0,6,22,7,Summer,17:00:00,1020,Afternoon,66.0,1806,US,6,3,9,15,1,1,-4.0,5.0,Slightly delayed,2006-07-22
2813,PVD,PHL,238.0,1,21,8,Summer,19:10:00,1150,Evening,80.0,2030,WN,2,4,6,16,1,1,-4.0,-26.0,On-time,2006-08-21
2814,ORD,IND,177.0,4,21,9,Autumn,17:25:00,1045,Afternoon,60.0,1925,MQ,11,3,14,14,1,1,-7.0,14.0,Slightly delayed,2006-09-21
2815,ORD,OAK,1835.0,1,6,3,Spring,10:05:00,605,Morning,271.0,1236,UA,11,4,15,17,2,2,-3.0,17.0,Moderately delayed,2006-03-06
2816,LAS,TUS,365.0,1,10,7,Summer,23:56:00,1436,Evening,81.0,117,YV,4,3,7,15,1,1,19.0,-2.0,On-time,2006-07-10
2817,PDX,EWR,2433.0,3,8,11,Autumn,07:30:00,450,Morning,309.0,1539,CO,3,3,6,12,2,1,33.0,22.0,Moderately delayed,2006-11-08
2818,LGA,MDW,725.0,3,13,9,Autumn,10:10:00,610,Morning,139.0,1129,TZ,3,5,8,14,1,2,1.0,65.0,Excessively delayed,2006-09-13
2819,SAN,CVG,1865.0,7,19,3,Spring,06:45:00,405,Morning,241.0,1346,DL,1,4,5,14,1,1,4.0,-6.0,On-time,2006-03-19
2820,GRR,ORD,137.0,2,20,6,Summer,07:22:00,442,Morning,51.0,713,MQ,3,11,14,25,1,3,0.0,21.0,Moderately delayed,2006-06-20
2821,DFW,AMA,313.0,6,10,6,Summer,17:38:00,1058,Afternoon,72.0,1850,MQ,7,2,9,10,3,1,-4.0,-8.0,On-time,2006-06-10
2822,ATL,DTW,594.0,4,9,11,Autumn,12:37:00,757,Afternoon,115.0,1432,DL,5,6,11,16,3,2,-3.0,15.0,Slightly delayed,2006-11-09
2823,PHX,SLC,507.0,2,18,7,Summer,06:30:00,390,Morning,96.0,906,DL,3,4,7,10,1,1,-5.0,-3.0,On-time,2006-07-18
2824,ORD,ROA,531.0,5,21,7,Summer,13:20:00,800,Afternoon,119.0,1619,YV,11,2,13,14,1,1,5.0,-14.0,On-time,2006-07-21
2825,LGA,BOS,185.0,2,3,1,Winter,09:30:00,570,Morning,69.0,1039,DL,3,6,9,12,1,1,2.0,0.0,On-time,2006-01-03
2826,SLC,IAH,1195.0,6,30,12,Winter,10:40:00,640,Morning,187.0,1447,EV,4,5,9,7,2,1,13.0,17.0,Moderately delayed,2006-12-30
2827,CLT,SAV,213.0,3,6,12,Winter,12:40:00,760,Afternoon,58.0,1338,US,4,2,6,14,2,1,0.0,-10.0,On-time,2006-12-06
2828,JAX,CLT,329.0,2,8,8,Summer,08:55:00,535,Morning,75.0,1010,US,2,4,6,16,1,2,-4.0,-9.0,On-time,2006-08-08
2829,DSM,CVG,505.0,4,5,1,Winter,11:03:00,663,Morning,97.0,1340,OH,2,4,6,17,1,1,-3.0,16.0,Moderately delayed,2006-01-05
2830,TPA,MSP,1307.0,6,15,4,Spring,07:50:00,470,Morning,204.0,1014,NW,3,4,7,11,1,2,-8.0,-21.0,On-time,2006-04-15
2831,BWI,MHT,377.0,5,8,9,Autumn,08:55:00,535,Morning,75.0,1010,WN,4,2,6,8,1,1,-4.0,1.0,Slightly delayed,2006-09-08
2832,ATL,MLB,443.0,6,10,6,Summer,16:03:00,963,Afternoon,88.0,1731,DL,5,3,8,10,2,1,-1.0,-8.0,On-time,2006-06-10
2833,DFW,DTW,987.0,1,26,6,Summer,17:34:00,1054,Afternoon,158.0,2112,AA,7,6,13,15,1,1,28.0,31.0,Moderately delayed,2006-06-26
2834,LAX,CMH,1996.0,7,30,7,Summer,23:00:00,1380,Evening,256.0,616,DL,4,2,6,17,1,1,-7.0,6.0,Slightly delayed,2006-07-30
2835,ORD,MLI,139.0,1,27,3,Spring,08:24:00,504,Morning,52.0,916,MQ,11,3,14,12,2,1,-5.0,-9.0,On-time,2006-03-27
2836,MIA,ATL,595.0,5,21,4,Spring,10:59:00,659,Morning,112.0,1251,DL,4,5,9,14,2,2,-5.0,11.0,Slightly delayed,2006-04-21
2837,HNL,KOA,163.0,2,14,11,Autumn,15:30:00,930,Afternoon,40.0,1610,YV,6,1,7,5,1,1,0.0,5.0,Slightly delayed,2006-11-14
2838,PHL,MIA,1013.0,7,8,1,Winter,11:55:00,715,Morning,170.0,1445,US,4,4,8,11,1,2,12.0,-7.0,On-time,2006-01-08
2839,JAX,ORD,865.0,1,16,10,Autumn,07:35:00,455,Morning,155.0,910,MQ,2,11,13,8,1,1,-8.0,2.0,Slightly delayed,2006-10-16
2840,SFO,DEN,967.0,7,12,11,Autumn,06:00:00,360,Morning,143.0,923,UA,4,6,10,11,4,2,-5.0,18.0,Moderately delayed,2006-11-12
2841,BHM,IAH,562.0,6,1,4,Spring,11:50:00,710,Morning,118.0,1348,XE,2,5,7,14,1,1,-10.0,-4.0,On-time,2006-04-01
2842,IND,EWR,644.0,4,22,6,Summer,06:50:00,410,Morning,123.0,853,XE,3,3,6,16,1,1,-10.0,-20.0,On-time,2006-06-22
2843,SBA,LAX,89.0,7,16,4,Spring,09:28:00,568,Morning,57.0,1025,MQ,3,4,7,11,2,3,-6.0,-22.0,On-time,2006-04-16
2844,IND,LAS,1591.0,2,7,11,Autumn,10:35:00,635,Morning,244.0,1139,NW,3,4,7,9,1,1,0.0,-16.0,On-time,2006-11-07
2845,CLE,LGA,418.0,1,6,3,Spring,11:00:00,660,Morning,94.0,1234,XE,4,3,7,17,2,3,4.0,-10.0,On-time,2006-03-06
2846,BOI,GEG,287.0,3,24,5,Spring,21:20:00,1280,Evening,55.0,2115,WN,3,2,5,10,1,1,10.0,4.0,Slightly delayed,2006-05-24
2847,CLT,SRQ,547.0,4,19,1,Winter,12:50:00,770,Afternoon,105.0,1435,YV,4,2,6,16,2,1,-6.0,1.0,Slightly delayed,2006-01-19
2848,LAX,SAN,109.0,2,3,1,Winter,11:15:00,675,Morning,45.0,1200,OO,4,1,5,12,3,1,12.0,10.0,Slightly delayed,2006-01-03
2849,RSW,BWI,919.0,2,25,4,Spring,13:03:00,783,Afternoon,141.0,1524,FL,1,4,5,12,1,1,-10.0,-5.0,On-time,2006-04-25
2850,IAH,FLL,965.0,1,14,8,Summer,13:26:00,806,Afternoon,171.0,1717,CO,5,3,8,18,2,1,8.0,-2.0,On-time,2006-08-14
2851,TYS,ORD,475.0,2,23,5,Spring,06:56:00,416,Morning,99.0,735,MQ,2,11,13,11,1,2,-7.0,-12.0,On-time,2006-05-23
2852,SLC,SBA,615.0,2,25,4,Spring,11:29:00,689,Morning,119.0,1228,OO,4,3,7,12,1,1,-7.0,-14.0,On-time,2006-04-25
2853,EWR,BWI,169.0,2,26,9,Autumn,20:00:00,1200,Evening,73.0,2113,XE,3,4,7,13,2,1,-3.0,19.0,Moderately delayed,2006-09-26
2854,GSO,LGA,461.0,5,29,12,Winter,17:40:00,1060,Afternoon,115.0,1935,OH,3,3,6,11,1,3,-5.0,-2.0,On-time,2006-12-29
2855,ATL,HOU,696.0,2,4,7,Summer,18:30:00,1110,Evening,136.0,1946,EV,5,4,9,17,1,1,0.0,-13.0,On-time,2006-07-04
2856,IAD,SFO,2419.0,3,25,10,Autumn,19:40:00,1180,Evening,342.0,2222,UA,4,4,8,15,1,1,-5.0,-3.0,On-time,2006-10-25
2857,TPA,CLT,508.0,3,8,2,Winter,15:15:00,915,Afternoon,95.0,1650,US,3,4,7,16,2,1,1.0,-8.0,On-time,2006-02-08
2858,SHV,ATL,552.0,2,17,10,Autumn,06:00:00,360,Morning,115.0,855,EV,2,5,7,9,1,1,16.0,16.0,Moderately delayed,2006-10-17
2859,MCO,HOU,848.0,2,10,10,Autumn,11:10:00,670,Morning,145.0,1235,WN,4,4,8,14,1,1,-1.0,0.0,On-time,2006-10-10
2860,IAH,OAK,1628.0,7,9,7,Summer,18:00:00,1080,Evening,246.0,2006,CO,5,4,9,14,3,1,0.0,8.0,Slightly delayed,2006-07-09
2861,PHX,MDW,1444.0,5,30,6,Summer,10:15:00,615,Morning,205.0,1540,WN,3,5,8,9,2,2,10.0,9.0,Slightly delayed,2006-06-30
2862,SAT,DFW,247.0,5,3,2,Winter,06:00:00,360,Morning,65.0,705,AA,3,7,10,13,1,1,-7.0,-4.0,On-time,2006-02-03
2863,DFW,EWR,1372.0,6,8,7,Summer,12:20:00,740,Afternoon,228.0,1708,CO,7,3,10,11,1,1,-5.0,-7.0,On-time,2006-07-08
2864,SFO,PDX,550.0,4,28,9,Autumn,10:45:00,645,Morning,101.0,1226,UA,4,3,7,13,1,2,45.0,31.0,Moderately delayed,2006-09-28
2865,EWR,RDU,416.0,4,11,5,Spring,10:20:00,620,Morning,86.0,1146,MQ,3,3,6,14,1,2,2.0,9.0,Slightly delayed,2006-05-11
2866,SFO,SMF,86.0,3,7,6,Summer,15:29:00,929,Afternoon,36.0,1605,OO,4,2,6,16,1,2,20.0,34.0,Moderately delayed,2006-06-07
2867,IAD,SFO,2419.0,7,17,12,Winter,19:25:00,1165,Evening,359.0,2224,UA,4,4,8,13,2,1,122.0,118.0,Excessively delayed,2006-12-17
2868,DEN,SJC,948.0,1,13,11,Autumn,08:25:00,505,Morning,160.0,1005,F9,6,3,9,10,2,1,-7.0,0.0,On-time,2006-11-13
2869,ONT,SMF,389.0,4,23,11,Autumn,15:45:00,945,Afternoon,75.0,1700,WN,2,2,4,17,1,1,-1.0,-8.0,On-time,2006-11-23
2870,MSP,CID,221.0,4,1,6,Summer,22:15:00,1335,Evening,54.0,2309,NW,4,2,6,13,2,1,13.0,14.0,Slightly delayed,2006-06-01
2871,EWR,PDX,2433.0,6,19,8,Summer,07:00:00,420,Morning,356.0,956,CO,3,3,6,12,3,1,-3.0,3.0,Slightly delayed,2006-08-19
2872,JFK,SJU,1597.0,4,6,7,Summer,09:00:00,540,Morning,236.0,1256,AA,4,2,6,13,2,1,6.0,4.0,Slightly delayed,2006-07-06
2873,MCI,OKC,313.0,1,3,4,Spring,21:30:00,1290,Evening,65.0,2235,WN,3,4,7,18,1,1,82.0,70.0,Excessively delayed,2006-04-03
2874,PHX,HOU,1020.0,2,23,5,Spring,16:50:00,1010,Afternoon,145.0,2115,WN,3,4,7,11,2,2,40.0,33.0,Moderately delayed,2006-05-23
2875,DFW,BWI,1217.0,4,23,2,Winter,06:55:00,415,Morning,168.0,1043,AA,7,4,11,12,2,2,-7.0,-20.0,On-time,2006-02-23
2876,EWR,IND,644.0,4,26,1,Winter,19:50:00,1190,Evening,140.0,2210,XE,3,3,6,6,1,1,25.0,17.0,Moderately delayed,2006-01-26
2877,DEN,BOS,1754.0,1,22,5,Spring,23:40:00,1420,Evening,220.0,520,B6,6,6,12,16,2,2,-10.0,0.0,On-time,2006-05-22
2878,MEM,ATL,332.0,1,10,4,Spring,19:51:00,1191,Evening,74.0,2205,FL,4,5,9,23,1,5,-3.0,-10.0,On-time,2006-04-10
2879,DFW,EWR,1372.0,6,2,12,Winter,10:25:00,625,Morning,195.0,1440,AA,7,3,10,14,2,1,0.0,-6.0,On-time,2006-12-02
2880,MCI,DFW,460.0,2,20,6,Summer,15:45:00,945,Afternoon,95.0,1720,AA,3,7,10,25,1,5,-1.0,-12.0,On-time,2006-06-20
2881,ORF,JFK,289.0,2,22,8,Summer,18:15:00,1095,Evening,94.0,1949,OH,2,4,6,20,1,3,-10.0,-22.0,On-time,2006-08-22
2882,ORD,LGA,733.0,5,17,2,Winter,11:00:00,660,Morning,129.0,1409,UA,11,3,14,17,4,1,81.0,102.0,Excessively delayed,2006-02-17
2883,SLC,SFO,599.0,7,1,10,Autumn,15:10:00,910,Afternoon,111.0,1601,OO,4,4,8,12,1,1,10.0,26.0,Moderately delayed,2006-10-01
2884,LGA,BOS,185.0,5,27,1,Winter,07:00:00,420,Morning,74.0,814,MQ,3,6,9,10,3,1,-5.0,-20.0,On-time,2006-01-27
2885,SAT,ATL,874.0,3,25,1,Winter,10:25:00,625,Morning,132.0,1337,DL,3,5,8,10,1,3,1.0,-7.0,On-time,2006-01-25
2886,PDX,PHX,1009.0,1,20,2,Winter,11:15:00,675,Morning,153.0,1448,US,3,3,6,18,1,1,-4.0,-11.0,On-time,2006-02-20
2887,SAN,MCI,1333.0,7,26,3,Spring,11:30:00,690,Morning,185.0,1635,WN,1,3,4,9,1,1,21.0,5.0,Slightly delayed,2006-03-26
2888,EWR,PHX,2133.0,3,3,5,Spring,07:00:00,420,Morning,328.0,928,CO,3,3,6,16,2,3,-1.0,4.0,Slightly delayed,2006-05-03
2889,EWR,FLL,1065.0,7,8,10,Autumn,17:20:00,1040,Afternoon,185.0,2025,B6,3,3,6,9,1,1,16.0,18.0,Moderately delayed,2006-10-08
2890,IAH,SEA,1874.0,1,14,8,Summer,10:21:00,621,Morning,268.0,1249,CO,5,4,9,18,2,1,6.0,2.0,Slightly delayed,2006-08-14
2891,ORD,ALB,723.0,6,4,2,Winter,17:50:00,1070,Afternoon,119.0,2049,UA,11,2,13,12,3,1,3.0,2.0,Slightly delayed,2006-02-04
2892,ELP,DAL,562.0,6,19,8,Summer,11:05:00,665,Morning,95.0,1340,WN,3,3,6,12,1,1,-3.0,-11.0,On-time,2006-08-19
2893,SEA,PDX,129.0,2,31,10,Autumn,19:20:00,1160,Evening,43.0,2003,OO,4,3,7,15,1,1,-9.0,-9.0,On-time,2006-10-31
2894,MCI,ORD,403.0,3,1,2,Winter,06:59:00,419,Morning,90.0,829,AA,3,11,14,10,1,2,-5.0,-5.0,On-time,2006-02-01
2895,FAT,SFO,158.0,6,11,3,Spring,15:06:00,906,Afternoon,53.0,1559,OO,2,4,6,12,1,1,108.0,101.0,Excessively delayed,2006-03-11
2896,MDW,LIT,544.0,1,4,9,Autumn,14:50:00,890,Afternoon,95.0,1625,WN,5,3,8,7,1,1,2.0,10.0,Slightly delayed,2006-09-04
2897,EWR,BOS,200.0,5,13,1,Winter,13:30:00,810,Afternoon,60.0,1430,CO,3,6,9,7,1,1,18.0,21.0,Moderately delayed,2006-01-13
2898,LAS,PHX,256.0,1,27,3,Spring,12:55:00,775,Afternoon,75.0,1510,WN,4,3,7,12,2,3,28.0,18.0,Moderately delayed,2006-03-27
2899,SAT,ELP,496.0,6,8,4,Spring,10:55:00,655,Morning,90.0,1125,WN,3,3,6,13,1,2,0.0,-3.0,On-time,2006-04-08
2900,CLE,MDW,307.0,6,22,4,Spring,16:35:00,995,Afternoon,75.0,1650,WN,4,5,9,15,1,2,0.0,-3.0,On-time,2006-04-22
2901,ATL,LAX,1946.0,5,22,9,Autumn,17:59:00,1079,Afternoon,282.0,1941,DL,5,4,9,13,2,3,4.0,19.0,Moderately delayed,2006-09-22
2902,PIT,DCA,205.0,1,29,5,Spring,15:55:00,955,Afternoon,57.0,1652,US,4,3,7,18,2,1,8.0,12.0,Slightly delayed,2006-05-29
2903,LGA,ATL,761.0,5,11,8,Summer,10:00:00,600,Morning,148.0,1228,DL,3,5,8,15,1,2,4.0,-3.0,On-time,2006-08-11
2904,BOS,CLT,728.0,1,9,1,Winter,14:00:00,840,Afternoon,138.0,1618,US,6,4,10,11,3,1,0.0,10.0,Slightly delayed,2006-01-09
2905,ORD,CLE,316.0,3,26,4,Spring,07:00:00,420,Morning,69.0,909,UA,11,4,15,12,1,1,-4.0,3.0,Slightly delayed,2006-04-26
2906,SMF,DEN,910.0,6,20,5,Spring,14:10:00,850,Afternoon,136.0,1726,UA,2,6,8,12,1,2,9.0,7.0,Slightly delayed,2006-05-20
2907,MDW,STL,251.0,2,20,6,Summer,11:00:00,660,Morning,65.0,1205,WN,5,4,9,25,2,1,13.0,5.0,Slightly delayed,2006-06-20
2908,PIT,LGA,335.0,4,18,5,Spring,07:40:00,460,Morning,79.0,859,US,4,3,7,14,1,1,0.0,5.0,Slightly delayed,2006-05-18
2909,EWR,LAX,2454.0,3,15,2,Winter,17:35:00,1055,Afternoon,372.0,2047,AA,3,4,7,11,1,1,8.0,40.0,Moderately delayed,2006-02-15
2910,DEN,IAD,1452.0,2,19,9,Autumn,06:00:00,360,Morning,194.0,1114,UA,6,4,10,13,1,1,-3.0,-7.0,On-time,2006-09-19
2911,DTW,TVC,207.0,4,12,10,Autumn,22:27:00,1347,Evening,56.0,2323,NW,6,3,9,11,1,1,19.0,34.0,Moderately delayed,2006-10-12
2912,LAS,ABQ,487.0,4,30,3,Spring,11:50:00,710,Morning,90.0,1420,WN,4,4,8,12,1,1,0.0,-5.0,On-time,2006-03-30
2913,PHL,DTW,453.0,2,18,7,Summer,09:26:00,566,Morning,115.0,1121,NW,4,6,10,10,1,2,-4.0,-21.0,On-time,2006-07-18
2914,TPA,FLL,197.0,5,22,12,Winter,16:40:00,1000,Afternoon,60.0,1740,WN,3,3,6,16,1,1,35.0,33.0,Moderately delayed,2006-12-22
2915,MSP,MEM,700.0,1,10,7,Summer,16:45:00,1005,Afternoon,120.0,1845,NW,4,4,8,15,3,2,0.0,1.0,Slightly delayed,2006-07-10
2916,PHL,TPA,920.0,1,25,9,Autumn,09:22:00,562,Morning,159.0,1201,FL,4,3,7,17,2,1,-8.0,-23.0,On-time,2006-09-25
2917,MSN,ORD,109.0,6,7,10,Autumn,15:55:00,955,Afternoon,50.0,1645,MQ,3,11,14,10,1,2,-11.0,-13.0,On-time,2006-10-07
2918,BOS,MSP,1124.0,1,9,1,Winter,11:00:00,660,Morning,197.0,1317,NW,6,4,10,11,3,1,-1.0,-8.0,On-time,2006-01-09
2919,BNA,CVG,230.0,5,25,8,Summer,15:08:00,908,Afternoon,69.0,1717,OH,4,4,8,13,1,2,-10.0,-11.0,On-time,2006-08-25
2920,JFK,CVG,589.0,5,3,11,Autumn,16:30:00,990,Afternoon,144.0,1854,OH,4,4,8,13,1,2,-1.0,1.0,Slightly delayed,2006-11-03
2921,DFW,MCI,460.0,4,9,3,Spring,18:16:00,1096,Evening,90.0,1946,AA,7,3,10,18,2,1,296.0,279.0,Excessively delayed,2006-03-09
2922,MSP,EWR,1008.0,4,5,10,Autumn,11:09:00,669,Morning,167.0,1456,CO,4,3,7,11,1,3,-4.0,-25.0,On-time,2006-10-05
2923,SAN,LAX,109.0,1,9,10,Autumn,07:43:00,463,Morning,52.0,835,OO,1,4,5,8,1,1,-6.0,-16.0,On-time,2006-10-09
2924,MEM,CLT,512.0,4,9,2,Winter,12:40:00,760,Afternoon,90.0,1510,YV,4,4,8,12,1,1,0.0,2.0,Slightly delayed,2006-02-09
2925,IAD,ATL,533.0,2,21,11,Autumn,13:24:00,804,Afternoon,111.0,1515,DL,4,5,9,16,2,2,2.0,-9.0,On-time,2006-11-21
2926,ATL,CVG,373.0,6,16,12,Winter,12:36:00,756,Afternoon,96.0,1412,OH,5,4,9,16,3,2,4.0,4.0,Slightly delayed,2006-12-16
2927,BOS,JFK,187.0,5,7,7,Summer,14:05:00,845,Afternoon,75.0,1520,MQ,6,4,10,13,1,1,-1.0,-17.0,On-time,2006-07-07
2928,PHL,ORD,678.0,1,24,7,Summer,16:35:00,995,Afternoon,143.0,1758,AA,4,11,15,15,2,1,-3.0,-19.0,On-time,2006-07-24
2929,BOS,ORD,867.0,7,28,5,Spring,17:50:00,1070,Afternoon,165.0,1935,AA,6,11,17,6,1,2,-14.0,-36.0,On-time,2006-05-28
2930,LGA,BOS,185.0,1,3,4,Spring,20:00:00,1200,Evening,65.0,2105,US,3,6,9,18,1,2,-5.0,10.0,Slightly delayed,2006-04-03
2931,DTW,MCO,957.0,1,2,10,Autumn,07:02:00,422,Morning,149.0,931,NW,6,4,10,11,2,1,-3.0,-13.0,On-time,2006-10-02
2932,SFO,LAS,414.0,4,30,11,Autumn,18:59:00,1139,Evening,88.0,2027,UA,4,4,8,12,1,2,0.0,-2.0,On-time,2006-11-30
2933,SLC,SUN,223.0,7,2,4,Spring,09:50:00,590,Morning,65.0,1055,OO,4,1,5,14,1,1,-8.0,-10.0,On-time,2006-04-02
2934,ORD,ATW,160.0,3,26,7,Summer,10:30:00,630,Morning,49.0,1119,OO,11,2,13,9,4,1,7.0,21.0,Moderately delayed,2006-07-26
2935,DTW,ATL,594.0,3,17,5,Spring,17:23:00,1043,Afternoon,119.0,1922,NW,6,5,11,7,1,2,0.0,38.0,Moderately delayed,2006-05-17
